Alpha,Trial,Steps,Pings
0.65,94,50,5
0.65,95,101,0
0.65,96,17,0
0.65,97,101,0
0.65,98,101,0
0.65,99,101,0
0.65,100,101,0
0.7,1,101,0
0.7,2,101,0
0.7,3,101,0
0.7,4,101,0
0.7,5,101,1
0.7,6,101,0
0.7,7,101,0
0.7,8,66,1
0.7,9,101,0
0.7,10,101,0
0.7,11,95,0
0.7,12,34,3
0.7,13,24,0
0.7,14,101,4
0.7,15,101,1
0.7,16,101,0
0.7,17,101,0
0.7,18,101,0
0.7,19,101,0
0.7,20,101,2
0.7,21,75,4
0.7,22,62,0
0.7,23,101,0
0.7,24,101,0
0.7,25,101,0
0.7,26,101,0
0.7,27,101,0
0.7,28,101,0
0.7,29,8,1
0.7,30,101,1
0.7,31,98,2
0.7,32,101,1
0.7,33,101,1
0.7,34,89,4
0.7,35,101,1
0.7,36,101,0
0.7,37,101,0
0.7,38,101,0
0.7,39,101,0
0.7,40,62,2
0.7,41,39,0
0.7,42,101,0
0.7,43,101,1
0.7,44,101,0
0.7,45,101,0
0.7,46,13,0
0.7,47,97,1
0.7,48,101,0
0.7,49,92,2
0.7,50,101,0
0.7,51,101,0
0.7,52,101,0
0.7,53,92,0
0.7,54,101,0
0.7,55,101,2
0.7,56,101,1
0.7,57,101,0
0.7,58,101,0
0.7,59,16,0
0.7,60,37,2
0.7,61,101,6
0.7,62,15,3
0.7,63,33,1
0.7,64,101,0
0.7,65,101,0
0.7,66,101,0
0.7,67,101,0
0.7,68,101,0
0.7,69,101,0
0.7,70,21,2
0.7,71,85,0
0.7,72,73,0
0.7,73,101,0
0.7,74,101,0
0.7,75,39,0
0.7,76,101,1
0.7,77,101,0
0.7,78,101,0
0.7,79,101,0
0.7,80,101,0
0.7,81,101,0
0.7,82,101,0
0.7,83,93,3
0.7,84,101,0
0.7,85,101,0
0.7,86,101,0
0.7,87,27,1
0.7,88,101,0
0.7,89,101,0
0.7,90,15,2
0.7,91,101,0
0.7,92,101,0
0.7,93,26,1
0.7,94,43,1
0.7,95,101,0
0.7,96,101,0
0.7,97,54,0
0.7,98,101,0
0.7,99,63,0
0.7,100,101,0
0.75,1,3,1
0.75,2,101,0
0.75,3,101,0
0.75,4,96,1
0.75,5,16,0
0.75,6,101,4
0.75,7,101,6
0.75,8,101,10
0.75,9,101,0
0.75,10,101,1
0.75,11,101,0
0.75,12,34,5
0.75,13,76,2
0.75,14,86,1
0.75,15,97,3
0.75,16,101,0
0.75,17,101,1
0.75,18,101,0
0.75,19,101,3
0.75,20,101,0
0.75,21,4,1
0.75,22,101,0
0.75,23,61,0
0.75,24,82,2
0.75,25,52,3
0.75,26,101,0
0.75,27,92,8
0.75,28,101,2
0.75,29,39,1
0.75,30,101,6
0.75,31,101,5
0.75,32,101,0
0.75,33,101,0
0.75,34,101,0
0.75,35,58,0
0.75,36,101,0
0.75,37,101,0
0.75,38,48,3
0.75,39,31,1
0.75,40,101,0
0.75,41,101,0
0.75,42,101,0
0.75,43,101,1
0.75,44,77,3
0.75,45,101,0
0.75,46,101,3
0.75,47,101,0
0.75,48,96,1
0.75,49,101,0
0.75,50,74,3
0.75,51,101,0
0.75,52,101,0
0.75,53,101,0
0.75,54,101,0
0.75,55,101,0
0.75,56,101,0
0.75,57,31,2
0.75,58,19,1
0.75,59,101,0
0.75,60,80,0
0.75,61,101,0
0.75,62,101,0
0.75,63,101,0
0.75,64,56,0
0.75,65,101,0
0.75,66,101,0
0.75,67,101,0
0.75,68,101,0
0.75,69,101,0
0.75,70,101,0
0.75,71,101,0
0.75,72,101,2
0.75,73,101,0
0.75,74,101,0
0.75,75,101,0
0.75,76,9,1
0.75,77,101,0
0.75,78,101,0
0.75,79,101,0
0.75,80,101,2
0.75,81,101,0
0.75,82,86,1
0.75,83,101,1
0.75,84,101,0
0.75,85,101,3
0.75,86,101,0
0.75,87,53,3
0.75,88,12,0
0.75,89,101,0
0.75,90,70,8
0.75,91,101,0
0.75,92,101,0
0.75,93,101,8
0.75,94,101,0
0.75,95,101,0
0.75,96,101,4
0.75,97,101,0
0.75,98,79,1
0.75,99,101,0
0.75,100,10,0
0.8,1,101,0
0.8,2,90,1
0.8,3,101,4
0.8,4,55,1
0.8,5,101,0
0.8,6,42,3
0.8,7,101,0
0.8,8,101,0
0.8,9,58,0
0.8,10,32,0
0.8,11,96,1
0.8,12,101,0
0.8,13,8,0
0.8,14,101,0
0.8,15,101,0
0.8,16,101,0
0.8,17,101,1
0.8,18,101,2
0.8,19,101,0
0.8,20,101,2
0.8,21,101,0
0.8,22,93,2
0.8,23,101,1
0.8,24,101,0
0.8,25,101,0
0.8,26,74,0
0.8,27,46,0
0.8,28,90,1
0.8,29,101,0
0.8,30,101,1
0.8,31,101,0
0.8,32,101,0
0.8,33,101,1
0.8,34,47,1
0.8,35,101,0
0.8,36,101,0
0.8,37,52,2
0.8,38,21,2
0.8,39,101,0
0.8,40,89,3
0.8,41,101,0
0.8,42,101,0
0.8,43,101,1
0.8,44,53,3
0.8,45,101,0
0.8,46,101,0
0.8,47,101,0
0.8,48,101,0
0.8,49,33,3
0.8,50,101,3
0.8,51,101,0
0.8,52,101,1
0.8,53,101,0
0.8,54,101,0
0.8,55,101,1
0.8,56,35,1
0.8,57,101,0
0.8,58,29,2
0.8,59,101,0
0.8,60,101,0
0.8,61,101,0
0.8,62,101,0
0.8,63,101,8
0.8,64,101,0
0.8,65,101,1
0.8,66,101,1
0.8,67,51,0
0.8,68,101,1
0.8,69,101,0
0.8,70,101,0
0.8,71,101,0
0.8,72,27,1
0.8,73,75,2
0.8,74,101,0
0.8,75,101,0
0.8,76,79,1
0.8,77,85,2
0.8,78,101,4
0.8,79,62,2
0.8,80,101,0
0.8,81,101,0
0.8,82,91,1
0.8,83,4,0
0.8,84,101,0
0.8,85,90,0
0.8,86,36,2
0.8,87,97,2
0.8,88,101,0
0.8,89,91,2
0.8,90,101,0
0.8,91,101,0
0.8,92,101,0
0.8,93,13,2
0.8,94,101,0
0.8,95,101,0
0.8,96,25,1
0.8,97,101,0
0.8,98,101,0
0.8,99,101,0
0.8,100,101,0
0.85,1,63,1
0.85,2,101,0
0.85,3,101,0
0.85,4,88,1
0.85,5,14,0
0.85,6,101,0
0.85,7,79,2
0.85,8,101,0
0.85,9,87,1
0.85,10,101,0
0.85,11,101,0
0.85,12,101,0
0.85,13,9,0
0.85,14,101,0
0.85,15,101,0
0.85,16,101,0
0.85,17,56,0
0.85,18,38,1
0.85,19,101,0
0.85,20,101,0
0.85,21,65,3
0.85,22,101,4
0.85,23,84,1
0.85,24,101,0
0.85,25,101,0
0.85,26,101,0
0.85,27,101,1
0.85,28,101,0
0.85,29,101,0
0.85,30,34,1
0.85,31,101,0
0.85,32,101,0
0.85,33,36,1
0.85,34,41,1
0.85,35,101,0
0.85,36,101,0
0.85,37,99,1
0.85,38,101,0
0.85,39,101,0
0.85,40,101,0
0.85,41,101,0
0.85,42,101,0
0.85,43,19,0
0.85,44,101,1
0.85,45,101,0
0.85,46,101,0
0.85,47,101,0
0.85,48,1,1
0.85,49,101,0
0.85,50,101,0
0.85,51,101,0
0.85,52,101,0
0.85,53,101,0
0.85,54,101,1
0.85,55,101,1
0.85,56,101,0
0.85,57,101,0
0.85,58,101,0
0.85,59,101,0
0.85,60,42,2
0.85,61,43,2
0.85,62,101,0
0.85,63,101,0
0.85,64,101,0
0.85,65,57,3
0.85,66,101,0
0.85,67,101,0
0.85,68,101,0
0.85,69,101,0
0.85,70,34,1
0.85,71,101,0
0.85,72,101,0
0.85,73,101,0
0.85,74,101,0
0.85,75,101,0
0.85,76,101,0
0.85,77,101,0
0.85,78,44,3
0.85,79,101,0
0.85,80,101,0
0.85,81,101,0
0.85,82,101,0
0.85,83,101,0
0.85,84,95,7
0.85,85,101,0
0.85,86,101,0
0.85,87,81,2
0.85,88,101,0
0.85,89,101,3
0.85,90,101,0
0.85,91,101,0
0.85,92,101,0
0.85,93,97,1
0.85,94,101,0
0.85,95,101,2
0.85,96,25,2
0.85,97,84,1
0.85,98,36,0
0.85,99,101,2
0.85,100,64,1
0.9,1,101,2
0.9,2,60,0
0.9,3,101,0
0.9,4,87,1
0.9,5,81,0
0.9,6,101,0
0.9,7,101,1
0.9,8,53,1
0.9,9,63,2
0.9,10,101,0
0.9,11,101,0
0.9,12,101,0
0.9,13,101,3
0.9,14,42,0
0.9,15,95,2
0.9,16,84,5
0.9,17,101,0
0.9,18,101,0
0.9,19,12,1
0.9,20,101,0
0.9,21,27,0
0.9,22,101,0
0.9,23,101,0
0.9,24,101,0
0.9,25,42,2
0.9,26,101,0
0.9,27,101,0
0.9,28,101,0
0.9,29,101,1
0.9,30,101,0
0.9,31,101,0
0.9,32,101,0
0.9,33,101,3
0.9,34,101,6
0.9,35,101,0
0.9,36,62,3
0.9,37,94,0
0.9,38,101,0
0.9,39,101,0
0.9,40,101,0
0.9,41,101,0
0.9,42,101,0
0.9,43,101,0
0.9,44,101,0
0.9,45,101,0
0.9,46,61,1
0.9,47,101,0
0.9,48,72,4
0.9,49,32,0
0.9,50,101,0
0.9,51,23,0
0.9,52,101,0
0.9,53,101,0
0.9,54,101,0
0.9,55,101,0
0.9,56,101,0
0.9,57,101,0
0.9,58,101,0
0.9,59,101,0
0.9,60,54,1
0.9,61,72,2
0.9,62,101,0
0.9,63,89,3
0.9,64,101,0
0.9,65,101,1
0.9,66,101,1
0.9,67,101,0
0.9,68,79,3
0.9,69,101,0
0.9,70,22,0
0.9,71,101,0
0.9,72,1,1
0.9,73,63,8
0.9,74,101,0
0.9,75,101,0
0.9,76,101,0
0.9,77,101,0
0.9,78,101,0
0.9,79,101,0
0.9,80,101,1
0.9,81,101,0
0.9,82,101,10
0.9,83,101,0
0.9,84,101,0
0.9,85,101,0
0.9,86,41,7
0.9,87,101,0
0.9,88,101,0
0.9,89,101,0
0.9,90,101,0
0.9,91,30,1
0.9,92,101,0
0.9,93,60,2
0.9,94,101,5
0.9,95,101,0
0.9,96,52,2
0.9,97,101,0
0.9,98,47,0
0.9,99,12,0
0.9,100,3,2
0.95,1,101,0
0.95,2,51,2
0.95,3,94,1
0.95,4,75,0
0.95,5,101,0
0.95,6,46,0
0.95,7,101,0
0.95,8,101,0
0.95,9,24,0
0.95,10,101,0
0.95,11,101,0
0.95,12,101,0
0.95,13,101,0
0.95,14,101,0
0.95,15,101,0
0.95,16,101,1
0.95,17,101,1
0.95,18,51,0
0.95,19,101,0
0.95,20,101,0
0.95,21,88,4
0.95,22,82,1
0.95,23,1,0
0.95,24,101,0
0.95,25,101,0
0.95,26,101,0
0.95,27,101,0
0.95,28,101,0
0.95,29,56,0
0.95,30,101,0
0.95,31,101,0
0.95,32,101,3
0.95,33,101,0
0.95,34,8,2
0.95,35,73,2
0.95,36,101,0
0.95,37,88,1
0.95,38,101,0
0.95,39,40,1
0.95,40,12,0
0.95,41,101,0
0.95,42,65,4
0.95,43,91,0
0.95,44,101,0
0.95,45,101,0
0.95,46,81,3
0.95,47,101,0
0.95,48,101,0
0.95,49,74,1
0.95,50,65,2
0.95,51,49,0
0.95,52,101,0
0.95,53,101,0
0.95,54,101,0
0.95,55,57,2
0.95,56,101,0
0.95,57,101,0
0.95,58,101,0
0.95,59,101,0
0.95,60,101,0
0.95,61,29,1
0.95,62,101,1
0.95,63,101,5
0.95,64,101,0
0.95,65,101,0
0.95,66,101,3
0.95,67,101,0
0.95,68,101,0
0.95,69,101,0
0.95,70,45,2
0.95,71,101,0
0.95,72,76,1
0.95,73,101,0
0.95,74,101,0
0.95,75,101,0
0.95,76,101,0
0.95,77,101,0
0.95,78,63,2
0.95,79,59,0
0.95,80,101,0
0.95,81,101,0
0.95,82,101,0
0.95,83,101,0
0.95,84,101,0
0.95,85,101,0
0.95,86,101,0
0.95,87,45,2
0.95,88,54,0
0.95,89,101,0
0.95,90,101,0
0.95,91,86,0
0.95,92,20,0
0.95,93,101,0
0.95,94,95,0
0.95,95,101,0
0.95,96,47,2
0.95,97,101,0
0.95,98,101,0
0.95,99,101,0
0.95,100,101,0
1.0,1,101,0
1.0,2,76,3
1.0,3,30,0
1.0,4,101,0
1.0,5,101,0
1.0,6,101,0
1.0,7,101,0
1.0,8,101,0
1.0,9,101,0
1.0,10,32,0
1.0,11,101,0
1.0,12,26,0
1.0,13,101,0
1.0,14,101,0
1.0,15,101,1
1.0,16,39,1
1.0,17,101,0
1.0,18,101,0
1.0,19,16,3
1.0,20,101,0
1.0,21,101,0
1.0,22,20,1
1.0,23,16,2
1.0,24,101,0
1.0,25,101,0
1.0,26,101,0
1.0,27,28,0
1.0,28,101,0
1.0,29,101,0
1.0,30,101,0
1.0,31,101,0
1.0,32,101,0
1.0,33,101,2
1.0,34,28,0
1.0,35,15,0
1.0,36,101,0
1.0,37,6,2
1.0,38,82,1
1.0,39,101,0
1.0,40,101,0
1.0,41,101,0
1.0,42,68,2
1.0,43,61,1
1.0,44,101,0
1.0,45,101,2
1.0,46,54,4
1.0,47,82,0
1.0,48,101,0
1.0,49,101,0
1.0,50,101,1
1.0,51,54,3
1.0,52,44,0
1.0,53,101,0
1.0,54,62,0
1.0,55,101,0
1.0,56,101,0
1.0,57,8,3
1.0,58,101,1
1.0,59,19,2
1.0,60,31,0
1.0,61,101,0
1.0,62,29,6
1.0,63,101,0
1.0,64,101,0
1.0,65,101,0
1.0,66,70,0
1.0,67,46,0
1.0,68,101,0
1.0,69,77,0
1.0,70,101,0
1.0,71,101,0
1.0,72,50,1
1.0,73,30,0
1.0,74,101,0
1.0,75,101,0
1.0,76,101,0
1.0,77,89,1
1.0,78,101,0
1.0,79,86,0
1.0,80,101,0
1.0,81,101,0
1.0,82,101,0
1.0,83,73,1
1.0,84,101,0
1.0,85,101,0
1.0,86,29,2
1.0,87,101,0
1.0,88,100,4
1.0,89,13,3
1.0,90,1,1
1.0,91,101,0
1.0,92,74,0
1.0,93,101,0
1.0,94,101,0
1.0,95,101,0
1.0,96,101,0
1.0,97,19,1
1.0,98,101,1
1.0,99,101,7
1.0,100,95,0
