Alpha,Trial,Steps,Pings
0.65,90,101,0
0.65,91,101,0
0.65,92,101,0
0.65,93,101,0
0.65,94,91,3
0.65,95,101,0
0.65,96,66,2
0.65,97,44,3
0.65,98,101,0
0.65,99,44,3
0.65,100,47,3
0.7,1,101,0
0.7,2,101,0
0.7,3,101,0
0.7,4,82,4
0.7,5,101,0
0.7,6,85,0
0.7,7,46,2
0.7,8,99,4
0.7,9,68,1
0.7,10,65,1
0.7,11,101,0
0.7,12,101,0
0.7,13,101,3
0.7,14,101,0
0.7,15,101,0
0.7,16,101,0
0.7,17,101,0
0.7,18,82,1
0.7,19,101,2
0.7,20,14,5
0.7,21,101,0
0.7,22,83,1
0.7,23,101,0
0.7,24,35,1
0.7,25,71,4
0.7,26,74,2
0.7,27,101,0
0.7,28,101,0
0.7,29,101,0
0.7,30,49,2
0.7,31,53,3
0.7,32,101,0
0.7,33,91,1
0.7,34,101,0
0.7,35,101,1
0.7,36,29,5
0.7,37,76,1
0.7,38,48,1
0.7,39,101,0
0.7,40,101,0
0.7,41,19,2
0.7,42,50,1
0.7,43,101,0
0.7,44,101,0
0.7,45,101,0
0.7,46,101,0
0.7,47,12,1
0.7,48,101,0
0.7,49,101,0
0.7,50,101,1
0.7,51,70,4
0.7,52,6,0
0.7,53,101,0
0.7,54,101,0
0.7,55,101,0
0.7,56,101,2
0.7,57,101,0
0.7,58,3,2
0.7,59,101,0
0.7,60,101,0
0.7,61,101,1
0.7,62,101,3
0.7,63,31,0
0.7,64,101,0
0.7,65,21,1
0.7,66,101,0
0.7,67,101,0
0.7,68,101,3
0.7,69,101,0
0.7,70,101,0
0.7,71,95,1
0.7,72,101,3
0.7,73,101,0
0.7,74,101,0
0.7,75,28,3
0.7,76,40,1
0.7,77,101,0
0.7,78,101,0
0.7,79,57,0
0.7,80,101,0
0.7,81,101,0
0.7,82,101,0
0.7,83,101,0
0.7,84,99,2
0.7,85,101,0
0.7,86,101,0
0.7,87,101,0
0.7,88,46,1
0.7,89,101,0
0.7,90,101,0
0.7,91,101,0
0.7,92,101,0
0.7,93,101,0
0.7,94,85,1
0.7,95,65,4
0.7,96,26,1
0.7,97,78,4
0.7,98,101,0
0.7,99,45,1
0.7,100,101,0
0.75,1,101,0
0.75,2,101,0
0.75,3,4,2
0.75,4,101,0
0.75,5,13,4
0.75,6,101,0
0.75,7,81,0
0.75,8,101,1
0.75,9,84,4
0.75,10,101,0
0.75,11,101,0
0.75,12,101,0
0.75,13,3,1
0.75,14,86,2
0.75,15,101,0
0.75,16,101,0
0.75,17,76,1
0.75,18,101,0
0.75,19,101,0
0.75,20,49,1
0.75,21,101,0
0.75,22,57,3
0.75,23,101,0
0.75,24,101,0
0.75,25,100,0
0.75,26,101,0
0.75,27,101,0
0.75,28,77,5
0.75,29,101,0
0.75,30,33,1
0.75,31,101,0
0.75,32,101,0
0.75,33,101,1
0.75,34,101,1
0.75,35,68,2
0.75,36,101,0
0.75,37,101,0
0.75,38,2,1
0.75,39,27,2
0.75,40,101,0
0.75,41,56,1
0.75,42,47,2
0.75,43,17,1
0.75,44,101,0
0.75,45,34,2
0.75,46,101,0
0.75,47,101,1
0.75,48,101,0
0.75,49,101,2
0.75,50,101,0
0.75,51,95,2
0.75,52,61,1
0.75,53,101,0
0.75,54,101,0
0.75,55,101,0
0.75,56,101,0
0.75,57,101,0
0.75,58,101,0
0.75,59,101,0
0.75,60,73,1
0.75,61,42,5
0.75,62,101,0
0.75,63,101,1
0.75,64,101,0
0.75,65,28,5
0.75,66,54,3
0.75,67,101,0
0.75,68,101,0
0.75,69,101,0
0.75,70,101,0
0.75,71,101,0
0.75,72,82,2
0.75,73,59,2
0.75,74,100,4
0.75,75,101,0
0.75,76,101,0
0.75,77,101,0
0.75,78,86,2
0.75,79,101,0
0.75,80,101,0
0.75,81,101,0
0.75,82,101,0
0.75,83,52,0
0.75,84,101,1
0.75,85,25,4
0.75,86,18,2
0.75,87,14,1
0.75,88,46,0
0.75,89,43,0
0.75,90,101,0
0.75,91,101,0
0.75,92,101,0
0.75,93,101,0
0.75,94,9,1
0.75,95,101,0
0.75,96,51,2
0.75,97,101,0
0.75,98,101,0
0.75,99,101,0
0.75,100,58,2
0.8,1,101,1
0.8,2,101,0
0.8,3,81,1
0.8,4,12,2
0.8,5,101,0
0.8,6,101,0
0.8,7,101,1
0.8,8,74,0
0.8,9,101,0
0.8,10,101,0
0.8,11,101,0
0.8,12,17,2
0.8,13,64,0
0.8,14,101,0
0.8,15,87,2
0.8,16,101,0
0.8,17,64,1
0.8,18,89,1
0.8,19,101,0
0.8,20,19,1
0.8,21,101,0
0.8,22,101,0
0.8,23,101,0
0.8,24,101,0
0.8,25,49,1
0.8,26,101,2
0.8,27,101,0
0.8,28,101,0
0.8,29,101,1
0.8,30,64,6
0.8,31,101,0
0.8,32,101,1
0.8,33,101,0
0.8,34,101,0
0.8,35,10,2
0.8,36,101,0
0.8,37,101,1
0.8,38,101,0
0.8,39,46,0
0.8,40,101,0
0.8,41,101,0
0.8,42,101,0
0.8,43,17,0
0.8,44,101,0
0.8,45,29,1
0.8,46,42,5
0.8,47,97,3
0.8,48,101,0
0.8,49,101,2
0.8,50,53,0
0.8,51,101,3
0.8,52,101,0
0.8,53,23,1
0.8,54,101,0
0.8,55,101,0
0.8,56,101,0
0.8,57,33,3
0.8,58,101,0
0.8,59,90,2
0.8,60,74,4
0.8,61,101,0
0.8,62,101,0
0.8,63,101,0
0.8,64,85,0
0.8,65,101,0
0.8,66,101,0
0.8,67,101,1
0.8,68,101,0
0.8,69,101,0
0.8,70,101,0
0.8,71,47,0
0.8,72,101,0
0.8,73,34,2
0.8,74,98,1
0.8,75,22,1
0.8,76,101,0
0.8,77,101,0
0.8,78,22,1
0.8,79,101,0
0.8,80,40,2
0.8,81,101,0
0.8,82,101,0
0.8,83,64,5
0.8,84,47,1
0.8,85,101,0
0.8,86,101,0
0.8,87,42,5
0.8,88,101,0
0.8,89,101,0
0.8,90,101,0
0.8,91,101,0
0.8,92,101,0
0.8,93,101,0
0.8,94,101,0
0.8,95,71,0
0.8,96,101,0
0.8,97,101,0
0.8,98,101,1
0.8,99,101,0
0.8,100,101,0
0.85,1,32,1
0.85,2,101,0
0.85,3,101,0
0.85,4,101,0
0.85,5,101,0
0.85,6,74,0
0.85,7,101,0
0.85,8,101,0
0.85,9,18,0
0.85,10,101,0
0.85,11,94,2
0.85,12,101,0
0.85,13,101,0
0.85,14,101,1
0.85,15,101,0
0.85,16,101,0
0.85,17,101,0
0.85,18,101,0
0.85,19,45,0
0.85,20,101,0
0.85,21,101,1
0.85,22,52,1
0.85,23,101,1
0.85,24,101,0
0.85,25,48,0
0.85,26,8,0
0.85,27,101,0
0.85,28,101,0
0.85,29,12,1
0.85,30,101,0
0.85,31,88,4
0.85,32,29,0
0.85,33,62,0
0.85,34,57,2
0.85,35,101,0
0.85,36,101,0
0.85,37,6,1
0.85,38,101,0
0.85,39,92,1
0.85,40,101,0
0.85,41,101,0
0.85,42,101,0
0.85,43,101,0
0.85,44,100,3
0.85,45,101,0
0.85,46,101,0
0.85,47,101,1
0.85,48,65,0
0.85,49,88,3
0.85,50,101,0
0.85,51,101,0
0.85,52,73,0
0.85,53,101,0
0.85,54,27,2
0.85,55,12,1
0.85,56,101,0
0.85,57,101,0
0.85,58,101,0
0.85,59,93,2
0.85,60,23,5
0.85,61,101,0
0.85,62,101,0
0.85,63,101,0
0.85,64,101,0
0.85,65,101,0
0.85,66,64,0
0.85,67,78,1
0.85,68,101,0
0.85,69,101,0
0.85,70,101,0
0.85,71,65,2
0.85,72,101,0
0.85,73,101,0
0.85,74,101,0
0.85,75,44,2
0.85,76,101,0
0.85,77,101,0
0.85,78,42,4
0.85,79,101,0
0.85,80,78,0
0.85,81,101,0
0.85,82,81,0
0.85,83,101,0
0.85,84,101,0
0.85,85,101,0
0.85,86,101,0
0.85,87,45,1
0.85,88,101,0
0.85,89,72,5
0.85,90,35,1
0.85,91,32,0
0.85,92,101,0
0.85,93,38,2
0.85,94,101,0
0.85,95,101,0
0.85,96,101,0
0.85,97,80,0
0.85,98,42,0
0.85,99,101,0
0.85,100,8,2
0.9,1,101,0
0.9,2,101,0
0.9,3,101,0
0.9,4,101,2
0.9,5,82,2
0.9,6,101,0
0.9,7,84,5
0.9,8,101,0
0.9,9,11,1
0.9,10,101,0
0.9,11,64,1
0.9,12,76,1
0.9,13,101,0
0.9,14,101,0
0.9,15,101,0
0.9,16,101,0
0.9,17,26,0
0.9,18,101,1
0.9,19,101,0
0.9,20,101,0
0.9,21,52,1
0.9,22,101,0
0.9,23,45,2
0.9,24,101,0
0.9,25,101,0
0.9,26,101,0
0.9,27,101,0
0.9,28,8,0
0.9,29,63,0
0.9,30,101,0
0.9,31,101,0
0.9,32,101,0
0.9,33,47,0
0.9,34,52,3
0.9,35,101,0
0.9,36,101,0
0.9,37,101,0
0.9,38,101,0
0.9,39,101,0
0.9,40,100,0
0.9,41,54,1
0.9,42,101,0
0.9,43,101,0
0.9,44,101,0
0.9,45,45,1
0.9,46,99,1
0.9,47,101,0
0.9,48,101,0
0.9,49,101,0
0.9,50,79,2
0.9,51,101,0
0.9,52,101,0
0.9,53,92,0
0.9,54,101,0
0.9,55,101,0
0.9,56,101,0
0.9,57,64,0
0.9,58,101,0
0.9,59,101,0
0.9,60,101,0
0.9,61,101,0
0.9,62,101,0
0.9,63,101,0
0.9,64,91,0
0.9,65,101,0
0.9,66,101,0
0.9,67,81,2
0.9,68,101,1
0.9,69,78,1
0.9,70,101,0
0.9,71,101,0
0.9,72,95,0
0.9,73,101,0
0.9,74,101,0
0.9,75,23,1
0.9,76,72,0
0.9,77,101,0
0.9,78,101,0
0.9,79,49,1
0.9,80,101,0
0.9,81,101,0
0.9,82,101,0
0.9,83,101,2
0.9,84,101,0
0.9,85,53,1
0.9,86,101,0
0.9,87,71,2
0.9,88,101,0
0.9,89,101,0
0.9,90,101,0
0.9,91,101,0
0.9,92,7,1
0.9,93,94,1
0.9,94,101,0
0.9,95,101,0
0.9,96,101,0
0.9,97,80,2
0.9,98,94,4
0.9,99,44,1
0.9,100,49,1
0.95,1,101,0
0.95,2,101,0
0.95,3,21,3
0.95,4,54,1
0.95,5,101,0
0.95,6,81,2
0.95,7,101,0
0.95,8,101,0
0.95,9,81,1
0.95,10,70,1
0.95,11,101,0
0.95,12,101,1
0.95,13,101,0
0.95,14,41,0
0.95,15,101,0
0.95,16,101,0
0.95,17,101,0
0.95,18,8,0
0.95,19,101,0
0.95,20,1,0
0.95,21,84,0
0.95,22,101,0
0.95,23,101,0
0.95,24,101,0
0.95,25,101,0
0.95,26,101,0
0.95,27,101,0
0.95,28,101,0
0.95,29,101,0
0.95,30,101,0
0.95,31,101,0
0.95,32,101,0
0.95,33,101,0
0.95,34,101,0
0.95,35,19,0
0.95,36,101,0
0.95,37,47,2
0.95,38,101,0
0.95,39,101,0
0.95,40,101,0
0.95,41,100,1
0.95,42,101,1
0.95,43,60,1
0.95,44,101,0
0.95,45,101,0
0.95,46,101,0
0.95,47,101,0
0.95,48,19,1
0.95,49,101,0
0.95,50,101,0
0.95,51,85,0
0.95,52,101,0
0.95,53,101,0
0.95,54,101,0
0.95,55,101,0
0.95,56,101,0
0.95,57,42,0
0.95,58,101,0
0.95,59,101,0
0.95,60,101,0
0.95,61,101,0
0.95,62,101,0
0.95,63,95,0
0.95,64,62,0
0.95,65,82,0
0.95,66,101,0
0.95,67,101,1
0.95,68,1,0
0.95,69,101,0
0.95,70,101,0
0.95,71,36,0
0.95,72,101,0
0.95,73,101,0
0.95,74,101,0
0.95,75,55,1
0.95,76,13,0
0.95,77,101,0
0.95,78,101,0
0.95,79,101,0
0.95,80,48,1
0.95,81,101,0
0.95,82,61,3
0.95,83,95,1
0.95,84,35,0
0.95,85,101,0
0.95,86,68,2
0.95,87,56,0
0.95,88,101,0
0.95,89,34,1
0.95,90,101,0
0.95,91,92,1
0.95,92,70,2
0.95,93,67,0
0.95,94,101,0
0.95,95,101,0
0.95,96,101,0
0.95,97,101,0
0.95,98,99,2
0.95,99,101,0
0.95,100,101,0
1.0,1,85,2
1.0,2,58,2
1.0,3,13,2
1.0,4,70,1
1.0,5,37,1
1.0,6,101,0
1.0,7,101,0
1.0,8,52,1
1.0,9,67,1
1.0,10,69,1
1.0,11,101,0
1.0,12,98,0
1.0,13,101,0
1.0,14,48,0
1.0,15,17,1
1.0,16,101,0
1.0,17,101,0
1.0,18,101,2
1.0,19,101,0
1.0,20,101,0
1.0,21,101,0
1.0,22,35,1
1.0,23,101,0
1.0,24,2,0
1.0,25,101,0
1.0,26,5,0
1.0,27,101,0
1.0,28,101,0
1.0,29,55,1
1.0,30,101,0
1.0,31,101,0
1.0,32,101,0
1.0,33,101,0
1.0,34,101,0
1.0,35,101,0
1.0,36,101,0
1.0,37,101,0
1.0,38,44,0
1.0,39,101,0
1.0,40,101,0
1.0,41,44,0
1.0,42,101,1
1.0,43,101,0
1.0,44,101,1
1.0,45,101,0
1.0,46,101,0
1.0,47,64,1
1.0,48,17,1
1.0,49,101,0
1.0,50,101,2
1.0,51,101,0
1.0,52,101,0
1.0,53,95,1
1.0,54,101,0
1.0,55,87,2
1.0,56,85,1
1.0,57,101,0
1.0,58,101,0
1.0,59,101,0
1.0,60,101,0
1.0,61,101,0
1.0,62,101,0
1.0,63,101,0
1.0,64,101,0
1.0,65,101,0
1.0,66,101,0
1.0,67,101,0
1.0,68,101,0
1.0,69,101,0
1.0,70,101,0
1.0,71,101,0
1.0,72,101,0
1.0,73,93,0
1.0,74,101,0
1.0,75,101,0
1.0,76,101,0
1.0,77,101,0
1.0,78,27,0
1.0,79,101,0
1.0,80,98,1
1.0,81,101,0
1.0,82,27,1
1.0,83,91,2
1.0,84,101,0
1.0,85,16,1
1.0,86,101,0
1.0,87,101,0
1.0,88,101,0
1.0,89,101,0
1.0,90,89,0
1.0,91,101,0
1.0,92,101,0
1.0,93,101,0
1.0,94,92,1
1.0,95,101,0
1.0,96,65,1
1.0,97,78,2
1.0,98,57,1
1.0,99,101,0
1.0,100,101,0
